arm;-1;2024-05-12 21:36:30 UTC;LINUX-RESTART	(6 CPU)
# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
arm;10;2024-05-12 21:41:11 UTC;-1;1.34;0.00;0.82;0.03;0.00;0.69;1.91;0.00;0.00;95.22
arm;10;2024-05-12 21:41:11 UTC;0;0.00;0.00;0.10;0.20;0.00;2.31;11.04;0.00;0.00;86.35
arm;10;2024-05-12 21:41:11 UTC;1;2.62;0.00;1.11;0.00;0.00;0.50;0.10;0.00;0.00;95.67
arm;10;2024-05-12 21:41:11 UTC;2;5.40;0.00;3.05;0.00;0.00;1.12;0.20;0.00;0.00;90.22
arm;10;2024-05-12 21:41:11 UTC;3;0.10;0.00;0.50;0.00;0.00;0.10;0.10;0.00;0.00;99.20
arm;10;2024-05-12 21:41:11 UTC;4;0.00;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.80
arm;10;2024-05-12 21:41:11 UTC;5;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:41:21 UTC;-1;1.32;0.00;0.82;0.07;0.00;0.74;2.12;0.00;0.00;94.93
arm;10;2024-05-12 21:41:21 UTC;0;0.00;0.00;0.10;0.20;0.00;2.62;12.47;0.00;0.00;84.61
arm;10;2024-05-12 21:41:21 UTC;1;4.76;0.00;2.23;0.00;0.00;1.11;0.20;0.00;0.00;91.69
arm;10;2024-05-12 21:41:21 UTC;2;2.21;0.00;1.20;0.00;0.00;0.40;0.10;0.00;0.00;96.09
arm;10;2024-05-12 21:41:21 UTC;3;0.90;0.00;1.11;0.20;0.00;0.30;0.00;0.00;0.00;97.49
arm;10;2024-05-12 21:41:21 UTC;4;0.10;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.70
arm;10;2024-05-12 21:41:21 UTC;5;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:41:31 UTC;-1;1.20;0.00;0.84;0.05;0.00;0.69;2.01;0.00;0.00;95.22
arm;10;2024-05-12 21:41:31 UTC;0;0.00;0.00;0.30;0.20;0.00;2.51;11.74;0.00;0.00;85.26
arm;10;2024-05-12 21:41:31 UTC;1;1.40;0.00;1.10;0.00;0.00;0.50;0.10;0.00;0.00;96.89
arm;10;2024-05-12 21:41:31 UTC;2;2.83;0.00;1.72;0.10;0.00;0.51;0.10;0.00;0.00;94.75
arm;10;2024-05-12 21:41:31 UTC;3;2.92;0.00;1.92;0.00;0.00;0.60;0.10;0.00;0.00;94.46
arm;10;2024-05-12 21:41:31 UTC;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
arm;10;2024-05-12 21:41:31 UTC;5;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.90
arm;10;2024-05-12 21:41:41 UTC;-1;1.42;0.00;1.17;0.17;0.00;0.78;2.17;0.00;0.00;94.29
arm;10;2024-05-12 21:41:41 UTC;0;0.00;0.00;0.10;0.10;0.00;2.51;12.66;0.00;0.00;84.62
