# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
raspberrypi3-64;1;2018-03-09 20:03:44 UTC;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:03:44 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:03:44 UTC;3;1.01;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;97.98
raspberrypi3-64;10;2018-03-09 20:03:54 UTC;-1;0.13;0.00;0.20;0.05;0.00;0.00;0.00;0.00;0.00;99.62
raspberrypi3-64;10;2018-03-09 20:03:54 UTC;0;0.00;0.00;0.20;0.10;0.00;0.00;0.00;0.00;0.00;99.70
raspberrypi3-64;10;2018-03-09 20:03:54 UTC;1;0.10;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.70
raspberrypi3-64;10;2018-03-09 20:03:54 UTC;2;0.10;0.00;0.10;0.10;0.00;0.00;0.00;0.00;0.00;99.70
raspberrypi3-64;10;2018-03-09 20:03:54 UTC;3;0.30;0.00;0.30;0.00;0.00;0.00;0.00;0.00;0.00;99.39
raspberrypi3-64;1;2018-03-09 20:03:55 UTC;-1;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;99.49
raspberrypi3-64;1;2018-03-09 20:03:55 UTC;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:03:55 UTC;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:03:55 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:03:55 UTC;3;0.00;0.00;2.02;0.00;0.00;0.00;0.00;0.00;0.00;97.98
raspberrypi3-64;10;2018-03-09 20:04:05 UTC;-1;0.08;0.00;0.23;0.03;0.00;0.00;0.00;0.00;0.00;99.67
raspberrypi3-64;10;2018-03-09 20:04:05 UTC;0;0.10;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;99.80
raspberrypi3-64;10;2018-03-09 20:04:05 UTC;1;0.00;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.80
raspberrypi3-64;10;2018-03-09 20:04:05 UTC;2;0.10;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.80
raspberrypi3-64;10;2018-03-09 20:04:05 UTC;3;0.10;0.00;0.61;0.00;0.00;0.00;0.00;0.00;0.00;99.29
raspberrypi3-64;1;2018-03-09 20:04:06 UTC;-1;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;99.49
raspberrypi3-64;1;2018-03-09 20:04:06 UTC;0;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;98.98
raspberrypi3-64;1;2018-03-09 20:04:06 UTC;1;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;0.00;98.98
raspberrypi3-64;1;2018-03-09 20:04:06 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:04:06 UTC;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;10;2018-03-09 20:04:16 UTC;-1;0.15;0.00;0.23;0.00;0.00;0.00;0.00;0.00;0.00;99.62
raspberrypi3-64;10;2018-03-09 20:04:16 UTC;0;0.10;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.70
raspberrypi3-64;10;2018-03-09 20:04:16 UTC;1;0.10;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.80
raspberrypi3-64;10;2018-03-09 20:04:16 UTC;2;0.20;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.70
raspberrypi3-64;10;2018-03-09 20:04:16 UTC;3;0.20;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;99.29
raspberrypi3-64;1;2018-03-09 20:04:17 UTC;-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:04:17 UTC;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:04:17 UTC;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:04:17 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:04:17 UTC;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;10;2018-03-09 20:04:27 UTC;-1;0.10;0.00;0.20;0.03;0.00;0.00;0.00;0.00;0.00;99.67
raspberrypi3-64;10;2018-03-09 20:04:27 UTC;0;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;99.90
raspberrypi3-64;10;2018-03-09 20:04:27 UTC;1;0.00;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.80
raspberrypi3-64;10;2018-03-09 20:04:27 UTC;2;0.20;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.59
raspberrypi3-64;10;2018-03-09 20:04:27 UTC;3;0.20;0.00;0.41;0.00;0.00;0.00;0.00;0.00;0.00;99.39
raspberrypi3-64;1;2018-03-09 20:04:28 UTC;-1;0.25;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;99.24
raspberrypi3-64;1;2018-03-09 20:04:28 UTC;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:04:28 UTC;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:04:28 UTC;2;1.01;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;97.98
raspberrypi3-64;1;2018-03-09 20:04:28 UTC;3;0.00;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;98.99
raspberrypi3-64;10;2018-03-09 20:04:38 UTC;-1;0.10;0.00;0.25;0.08;0.00;0.00;0.00;0.00;0.00;99.57
raspberrypi3-64;10;2018-03-09 20:04:38 UTC;0;0.00;0.00;0.10;0.10;0.00;0.00;0.00;0.00;0.00;99.80
raspberrypi3-64;10;2018-03-09 20:04:38 UTC;1;0.10;0.00;0.30;0.10;0.00;0.00;0.00;0.00;0.00;99.49
raspberrypi3-64;10;2018-03-09 20:04:38 UTC;2;0.10;0.00;0.20;0.10;0.00;0.00;0.00;0.00;0.00;99.59
raspberrypi3-64;10;2018-03-09 20:04:38 UTC;3;0.20;0.00;0.41;0.00;0.00;0.00;0.00;0.00;0.00;99.39
raspberrypi3-64;1;2018-03-09 20:04:39 UTC;-1;0.26;0.00;0.26;0.00;0.00;0.00;0.00;0.00;0.00;99.49
raspberrypi3-64;1;2018-03-09 20:04:39 UTC;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:04:39 UTC;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:04:39 UTC;2;1.01;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;97.98
raspberrypi3-64;1;2018-03-09 20:04:39 UTC;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;10;2018-03-09 20:04:49 UTC;-1;0.10;0.00;0.20;0.00;0.00;0.00;0.03;0.00;0.00;99.67
raspberrypi3-64;10;2018-03-09 20:04:49 UTC;0;0.00;0.00;0.10;0.00;0.00;0.00;0.10;0.00;0.00;99.80
raspberrypi3-64;10;2018-03-09 20:04:49 UTC;1;0.10;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.69
raspberrypi3-64;10;2018-03-09 20:04:49 UTC;2;0.10;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.80
raspberrypi3-64;10;2018-03-09 20:04:49 UTC;3;0.20;0.00;0.41;0.00;0.00;0.00;0.00;0.00;0.00;99.39
raspberrypi3-64;1;2018-03-09 20:04:50 UTC;-1;0.25;0.00;0.51;0.51;0.00;0.00;0.00;0.00;0.00;98.73
raspberrypi3-64;1;2018-03-09 20:04:50 UTC;0;0.00;0.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;97.00
raspberrypi3-64;1;2018-03-09 20:04:50 UTC;1;0.00;0.00;0.00;1.02;0.00;0.00;0.00;0.00;0.00;98.98
raspberrypi3-64;1;2018-03-09 20:04:50 UTC;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:04:50 UTC;3;1.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;98.98
raspberrypi3-64;10;2018-03-09 20:05:00 UTC;-1;0.05;0.00;0.23;0.05;0.00;0.00;0.00;0.00;0.00;99.67
raspberrypi3-64;10;2018-03-09 20:05:00 UTC;0;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
raspberrypi3-64;10;2018-03-09 20:05:00 UTC;1;0.00;0.00;0.30;0.00;0.00;0.00;0.00;0.00;0.00;99.70
raspberrypi3-64;10;2018-03-09 20:05:00 UTC;2;0.10;0.00;0.10;0.10;0.00;0.00;0.00;0.00;0.00;99.70
raspberrypi3-64;10;2018-03-09 20:05:00 UTC;3;0.10;0.00;0.41;0.10;0.00;0.00;0.00;0.00;0.00;99.39
raspberrypi3-64;1;2018-03-09 20:05:01 UTC;-1;0.76;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;98.99
raspberrypi3-64;1;2018-03-09 20:05:01 UTC;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:05:01 UTC;1;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;98.99
raspberrypi3-64;1;2018-03-09 20:05:01 UTC;2;1.01;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;97.98
raspberrypi3-64;1;2018-03-09 20:05:01 UTC;3;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;98.99
raspberrypi3-64;10;2018-03-09 20:05:11 UTC;-1;0.08;0.00;0.23;0.03;0.00;0.00;0.00;0.00;0.00;99.67
raspberrypi3-64;10;2018-03-09 20:05:11 UTC;0;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99.90
raspberrypi3-64;10;2018-03-09 20:05:11 UTC;1;0.00;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.80
raspberrypi3-64;10;2018-03-09 20:05:11 UTC;2;0.10;0.00;0.20;0.10;0.00;0.00;0.00;0.00;0.00;99.59
raspberrypi3-64;10;2018-03-09 20:05:11 UTC;3;0.10;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;99.39
raspberrypi3-64;1;2018-03-09 20:05:12 UTC;-1;0.25;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;98.74
raspberrypi3-64;1;2018-03-09 20:05:12 UTC;0;0.00;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;98.99
